ArduinoMillis, Year, Month, Day, Hour, Minute, Second, Milisecond, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, AngleX, AngleY, AngleZ, MagX, MagY, MagZ, FileWriteMillis
110743, 0, 0, 0, 0, 1, 47, 945, 39, -103, 6135, 80, 20, -74, -422, -66, 9940, 74, 68, -535, 14, 
110759, 0, 0, 0, 0, 1, 47, 945, 39, -103, 6135, 80, 20, -74, -397, -59, 9921, 73, 68, -536, 13, 
110775, 0, 0, 0, 0, 1, 47, 975, 36, -84, 6133, 68, 14, -65, -382, -56, 9909, 73, 67, -536, 11, 
110789, 0, 0, 0, 0, 1, 47, 975, 36, -84, 6133, 68, 14, -65, -382, -56, 9909, 73, 67, -536, 11, 
110803, 0, 0, 0, 0, 1, 48, 5, 16, -32, 6133, 45, 4, -62, -365, -53, 9890, 73, 67, -536, 12, 
110818, 0, 0, 0, 0, 1, 48, 5, 16, -32, 6133, 45, 4, -62, -365, -53, 9890, 73, 66, -537, 14, 
110834, 0, 0, 0, 0, 1, 48, 35, 19, 4, 6134, 5, -9, -35, -365, -53, 9890, 73, 66, -537, 12, 
110849, 0, 0, 0, 0, 1, 48, 35, 19, 4, 6134, 5, -9, -35, -365, -53, 9890, 73, 65, -538, 12, 
110864, 0, 0, 0, 0, 1, 48, 65, 29, -29, 6133, -34, -14, 26, -363, -56, 9868, 73, 65, -538, 11, 
110878, 0, 0, 0, 0, 1, 48, 65, 29, -29, 6133, -34, -14, 26, -363, -56, 9868, 73, 65, -538, 11, 
110893, 0, 0, 0, 0, 1, 48, 95, 44, -81, 6128, -57, -22, 50, -378, -62, 9876, 73, 65, -538, 12, 
110907, 0, 0, 0, 0, 1, 48, 95, 44, -81, 6128, -57, -22, 50, -378, -62, 9876, 72, 66, -537, 15, 
110924, 0, 0, 0, 0, 1, 48, 125, 54, -104, 6133, -70, -23, 62, -378, -62, 9876, 72, 66, -537, 13, 
110939, 0, 0, 0, 0, 1, 48, 0, 54, -104, 6133, -70, -23, 62, -399, -28675, -21498, 72, 66, -537, 12, 
110954, 0, 0, 0, 0, 1, 48, 155, 63, -105, 6140, -81, -28, 76, -423, -76, 9900, 72, 67, -536, 12, 
110969, 0, 0, 0, 0, 1, 48, 155, 63, -105, 6140, -81, -28, 76, -423, -76, 9900, 72, 67, -536, 12, 
110984, 0, 0, 0, 0, 0, 0, 44800, 83, -161, 6140, -87, -30, 61, -451, -84, 9914, 71, 68, -536, 15, 
111001, 0, 0, 0, 0, 0, 0, 44800, 83, -161, 6140, -87, -30, 61, -451, -84, 9914, 71, 68, -536, 12, 
111016, 0, 0, 0, 0, 0, 0, 44800, 83, -161, 6140, -87, -30, 61, -476, -90, 9927, 71, 68, -535, 12, 
111031, 0, 0, 0, 0, 1, 48, 235, 104, -248, 6145, -59, -15, 50, -476, -90, 9927, 71, 68, -535, 12, 
111046, 0, 0, 0, 0, 1, 48, 235, 104, -248, 6145, -46, -8, 47, -495, -94, 9941, 71, 70, -535, 11, 
111060, 0, 0, 0, 0, 1, 48, 265, 107, -244, 6146, -25, -2, 21797, -495, -94, 9941, 71, 70, -535, 16, 
111078, 0, 0, 0, 0, 1, 48, 265, 107, -244, 6146, -17, 0, 32, -504, -94, 9954, 72, 71, -535, 12, 
111093, 0, 0, 0, 0, 1, 48, 265, 98, -236, 6145, 2, 6, 8, -506, -92, 9960, 72, 71, -535, 12, 
111108, 0, 0, 0, 0, 1, 48, 265, 98, -236, 6145, 2, 6, 8, -506, -92, 9960, 72, 71, -535, 11, 
111122, 0, 0, 0, 0, 1, 48, 325, 104, -253, 6142, 24, 12, -27, -502, -89, 9960, 72, 71, -535, 12, 
111137, 0, 0, 0, 0, 1, 48, 325, 104, -253, 6142, 24, 12, -27, -502, -89, 9960, 72, 71, -536, 17, 
111156, 0, 0, 0, 0, 1, 48, 355, 94, -254, 6144, 54, 21, -47, -489, -83, 9954, 72, 71, -536, 12, 
111170, 0, 0, 0, 0, 1, 48, 375, 80, -224, 6138, 70, 29, -57, -476, -78, -10746, 72, 0, 0, 12, 
111185, 0, 0, 0, 0, 1, 48, 375, 80, -224, 6138, 70, 29, -57, -468, -75, 9944, 72, 71, -535, 13, 
111200, 0, 0, 0, 0, 1, 48, 405, 64, -163, 6137, 83, 31, -58, -468, -75, 9944, 72, 71, -535, 12, 
111215, 0, 0, 0, 0, 1, 48, 405, 64, -163, 6137, 83, 26, -59, -443, -67, 9931, 72, 70, -536, 12, 
111229, 0, 0, 0, 0, 1, 48, 435, 49, -106, 6134, 77, 27, -50, -443, -67, 9931, 72, 70, -536, 16, 
111248, 0, 0, 0, 0, 1, 48, 435, 49, -106, 6134, 73, 22, -52, -419, -59, 9917, 72, 70, -537, 11, 
111262, 0, 0, 0, 0, 1, 48, 435, 38, -103, 6136, 66, 21, -50, -404, -55, 9908, 72, 69, -537, 13, 
111278, 0, 0, 0, 0, 1, 48, 435, 38, -103, 6136, 66, 21, -50, -404, -55, 9908, 72, 69, -537, 11, 
111292, 0, 0, 0, 0, 1, 48, 495, 38, -87, 6133, 53, 12, -51, -386, -50, 9889, 72, 70, -537, 12, 
111306, 0, 0, 0, 0, 1, 48, 495, 38, -87, 6133, 53, 12, -51, -386, -50, 9889, 72, 70, -537, 16, 
111324, 0, 0, 0, 0, 1, 48, 525, 23, -42, 6123, 31, 4, -47, -373, -47, 9870, 73, 69, -538, 12, 
111339, 0, 0, 0, 0, 1, 48, 545, 20, -24, 6132, 8, -5, 732, -373, -47, 9870, 73, 69, -538, 11, 
111353, 0, 0, 0, 0, 1, 48, 545, 20, -24, 6132, -1, -4, -25, -369, -48, 9853, 72, 68, -538, 12, 
111368, 0, 0, 0, 0, 1, 48, 575, 31, -40, 6132, -1, -4, -25, -369, -48, 9853, 72, 68, -538, 12, 
111382, 0, 0, 0, 0, 1, 48, 575, 38, -52, 6136, -35, -12, 18, -376, -52, 9845, 72, 68, -538, 15, 
111399, 0, 0, 0, 0, 1, 48, 605, 38, -52, 6136, -35, -12, 18, -376, -52, 9845, 72, 68, -538, 13, 
111415, 0, 0, 0, 0, 1, 48, 605, 38, -52, 6136, -35, -12, 18, -376, -52, 9845, 72, 68, -537, 11, 
111429, 0, 0, 0, 0, 1, 48, 635, 57, -107, 6138, -56, -24, 51, -376, -52, 9845, 72, 68, -537, 12, 
111444, 0, 0, 0, 0, 1, 48, 635, 57, -107, 6138, -56, -24, 51, -409, -64, 9853, 71, 69, -537, 12, 
111459, 0, 0, 0, 0, 1, 48, 665, 60, -108, 6142, -71, -24, 59, -409, -64, 9853, 71, 69, -537, 14, 
111476, 0, 0, 0, 0, 1, 48, 665, 60, -108, 6142, -71, -24, 59, -430, -70, 9864, 71, 67, -538, 13, 
111492, 0, 0, 0, 0, 1, 48, 695, 73, -144, 6133, -73, -21, 51, -446, -74, 9873, 72, 68, -537, 11, 
111506, 0, 0, 0, 0, 1, 48, 695, 73, -144, 6133, -73, -21, 51, -446, -74, 9873, 72, 68, -537, 12, 
111521, 0, 0, 0, 0, 1, 48, 725, 94, -211, 6142, -64, -16, 43, -468, -80, 9884, 72, 68, -537, 12, 
111536, 0, 0, 0, 0, 1, 48, 725, 94, -211, 6142, -64, -16, 43, -468, -80, 9884, 72, 68, -537, 15, 
111553, 0, 0, 0, 0, 0, 0, 44800, 95, -239, 6144, -42, -10, 41, -485, -83, 9897, 71, 69, -536, 12, 
111568, 0, 0, 0, 0, 1, 48, 775, 104, -244, 6140, -23, -5, 36, -485, -83, 9897, 71, 69, -536, 13, 
111584, 0, 0, 0, 0, 1, 48, 775, 104, -244, 6140, -23, -5, 36, -493, -84, 9910, 71, 70, -536, 13, 
111599, 0, 0, 0, 0, 1, 48, 805, 99, -224, 6143, -1, 6, 17, -493, -84, 9910, 71, 70, -536, 12, 
111614, 0, 0, 0, 0, 1, 48, 805, 99, -224, 6143, -1, 6, 17, -21231, -16129, 20006, 71, 70, -536, 12, 
111629, 0, 0, 0, 0, 1, 48, 835, 97, -226, 6137, 19, 12, -16, -492, -81, 9920, 71, 70, -536, 15, 
111646, 0, 0, 0, 0, 1, 48, 835, 97, -226, 6137, 19, 12, -16, -492, -81, 9920, 72, 71, -535, 13, 
111662, 0, 0, 0, 0, 1, 48, 835, 92, -236, 6145, 45, 18, -39, -482, -76, 9915, 72, 71, -536, 11, 
111676, 0, 0, 0, 0, 1, 48, 885, 92, -236, 6145, 45, 18, -39, -482, -76, 9915, 72, 71, -536, 12, 
111690, 0, 0, 0, 0, 1, 48, 885, 78, -200, 6142, 63, 21, -51, -464, -70, 9905, 72, 71, -536, 13, 
111706, 0, 0, 0, 0, 1, 48, 915, 78, -200, 6142, 63, 21, -51, -464, -70, 9905, 72, 71, -536, 14, 
111723, 0, 0, 0, 0, 1, 48, 915, 59, -143, 6134, 70, 25, -51, -443, -63, 9895, 72, 70, -536, 12, 
111737, 0, 0, 0, 0, 1, 48, 945, 50, -113, 6135, 66, 23, -46, -428, -59, 21152, 72, 70, -536, 13, 
111753, 0, 0, 0, 0, 1, 48, 945, 50, -113, 6135, 66, 23, -46, -421, -57, 9884, 72, 69, -536, 11, 
111767, 0, 0, 0, 0, 1, 48, 975, 46, -107, 6144, 58, 19, -40, -421, -57, 9884, 72, 69, -536, 12, 
111781, 0, 0, 0, 0, 1, 48, 975, 46, -107, 6144, 58, 19, -40, -403, -51, 9874, 72, 69, -537, 16, 
111800, 0, 0, 0, 0, 1, 49, 5, 39, -101, 6134, 43, 10, -36, -403, -51, 9874, 72, 69, -537, 11, 
111814, 0, 0, 0, 0, 1, 49, 5, 39, -101, 6134, 43, 10, -36, -403, -51, 9874, 72, 69, -537, 11, 
111828, 0, 0, 0, 0, 1, 49, 35, 32, -58, 6128, 29, 8, -40, -382, -45, 9850, 73, 69, -537, 13, 
111843, 0, 0, 0, 0, 1, 49, 35, 32, -58, 6128, 29, 8, -40, -382, -45, 9850, 73, 69, -537, 46, 
111892, 0, 0, 0, 0, 1, 49, 65, 28, -37, 6126, 0, -3, -25, -378, -45, 9836, 73, 68, -537, 24, 
111919, 0, 0, 0, 0, 1, 49, 115, 45, -90, 6129, -41, -15, 27, -391, -51, 9829, 73, 68, -537, 11, 
111933, 0, 0, 0, 0, 1, 49, 115, 45, -90, 6129, -41, -15, 27, -391, -51, 9829, 72, 67, -536, 12, 
111947, 0, 0, 0, 0, 1, 49, 155, 57, -113, 6132, -53, -16, 46, -412, -57, 9839, 72, 67, -536, 13, 
111963, 0, 0, 0, 0, 1, 49, 155, 57, -113, 6132, -53, -16, 46, -412, -57, 9839, 72, 67, -536, 11, 
111977, 0, 0, 0, 0, 1, 49, 185, 63, -126, 6137, -63, -20, 52, -431, -63, 9851, 72, 67, -536, 12, 
111991, 0, 0, 0, 0, 1, 49, 185, 63, -126, 6137, -63, -20, 52, -431, -63, 9851, 72, 67, -535, 16, 
112009, 0, 0, 0, 0, 1, 49, 215, 76, -163, 6140, -64, -20, 37, -451, -69, 9861, 72, 67, -535, 12, 
112023, 0, 0, 0, 0, 1, 49, 235, 76, -163, 6140, -64, -20, 37, -451, -69, 9861, 72, 67, -535, 12, 
112038, 0, 0, 0, 0, 1, 49, 235, 96, -216, 6140, -49, -13, 27, -469, -73, 9869, 72, 69, -535, 12, 
112053, 0, 0, 0, 0, 1, 49, 235, 96, -216, 6140, -49, -13, 27, -469, -73, 9869, 72, 69, -535, 11, 
112067, 0, 0, 0, 0, 1, 49, 275, 92, -234, 6143, -26, -5, 24, -481, -77, 9876, 72, 70, -535, 14, 
112084, 0, 0, 0, 0, 1, 49, 275, 92, -234, 6143, -26, -5, 24, -481, -77, 9876, 72, 70, -535, 12, 
112099, 0, 0, 0, 0, 1, 49, 275, 95, -221, 6142, -6, 1, 14, -486, -77, 9884, 72, 70, -535, 11, 
112113, 0, 0, 0, 0, 1, 49, 325, 95, -221, 6142, -6, 1, 14, -486, -77, 9884, 72, 70, -535, 11, 
112128, 0, 0, 0, 0, 1, 49, 325, 98, -207, 6141, 11, 10, 3, -485, -75, 9892, 73, 70, -535, 11, 
112142, 0, 0, 0, 0, 1, 49, 325, 98, -207, 6141, 11, 10, 3, -485, -75, 9892, 73, 70, -535, 14, 
112159, 0, 0, 0, 0, 1, 49, 365, 86, -217, 6140, 29, 13, -26, -478, -72, 9894, 73, 70, -534, 12, 
112174, 0, 0, 0, 0, 1, 49, 385, 79, -225, 6143, 29, 13, -26, -478, -72, 9894, 73, 70, -534, 11, 
112188, 0, 0, 0, 0, 1, 49, 385, 81, -218, 6144, 50, 18, -44, -465, -68, 9889, 73, 71, -534, 12, 
112202, 0, 0, 0, 0, 1, 49, 415, 81, -218, 6144, 50, 18, -44, -465, -68, 9889, 73, 71, -534, 13, 
112218, 0, 0, 0, 0, 1, 49, 415, 63, -166, 6134, 58, 22, -45, -448, -62, 9881, 73, 71, -535, 14, 
112235, 0, 0, 0, 0, 1, 49, 415, 63, -166, 6134, 58, 22, -45, -448, -62, 9881, 73, 71, -535, 11, 
112249, 0, 0, 0, 0, 6, 8, 21077, 63, -166, 6134, 58, 22, -45, -429, -56, 9871, 73, 70, -536, 12, 
112264, 0, 0, 0, 0, 1, 49, 475, 48, -105, 6129, 53, 16, -38, -429, -56, 9871, 73, 70, -536, 12, 
112278, 0, 0, 0, 0, 1, 49, 475, 48, -105, 6129, 49, 16, -32, -412, -51, 9861, 73, 69, -535, 12, 
112293, 0, 0, 0, 0, 1, 49, 505, 45, -101, 6130, 49, 16, -32, -412, -51, 9861, 73, 69, -535, 12, 
112308, 0, 0, 0, 0, 1, 49, 505, 45, -101, 6130, 38, 12, -26, -398, -47, 9855, 73, 68, -536, 16, 
112327, 0, 0, 0, 0, 1, 49, 535, 45, -101, 6130, 38, 12, -26, -398, -47, 9855, 73, 68, -536, 11, 
112342, 0, 0, 0, 0, 1, 49, 43, 35, -595, 1698, 38, 12, -26, -398, -47, 9855, 73, 68, -536, 11, 
112356, 0, 0, 0, 0, 1, 49, 565, 32, -53, 6133, 8, -3, -23, -386, -44, 9838, 73, 69, -536, 11, 
112370, 0, 0, 0, 0, 1, 49, 565, 32, -53, 6133, 8, -3, -23, -386, -44, 9838, 73, 69, -536, 12, 
112385, 0, 0, 0, 0, 1, 49, 595, 32, -54, 6127, -16, -7, 0, -388, -45, 9830, 74, 69, -536, 15, 
112402, 0, 0, 0, 0, 1, 49, 595, 32, -54, 6127, -16, -7, 0, -388, -45, 9830, 74, 69, -536, 12, 
112416, 0, 0, 0, 0, 1, 49, 595, 32, -54, 6127, -36, -15, 22, -397, -49, 9827, 73, 69, -536, 13, 
112432, 0, 0, 0, 0, 1, 49, 645, 32, -54, 6127, -36, -15, 22, -397, -49, 9827, 73, 69, -536, 11, 
112446, 0, 0, 0, 0, 1, 49, 645, 58, -119, 6134, -47, -17, 39, -411, -53, 9831, 73, 69, -536, 11, 
112460, 0, 0, 0, 0, 1, 49, 645, 58, -119, 6134, -47, -17, 39, -411, -53, 9831, 73, 69, -536, 15, 
112478, 0, 0, 0, 0, 1, 49, 685, 64, -129, 6137, -52, -18, 44, -427, -58, 9839, 73, 69, -537, 12, 
112492, 0, 0, 0, 0, 1, 49, 705, 68, -135, 6137, -54, -16, 21798, -427, -58, 9839, 73, 69, -537, 12, 
112507, 0, 0, 0, 0, 1, 49, 705, 68, -135, 6137, -53, -19, 38, -444, -63, 9849, 73, 68, -537, 12, 
112522, 0, 0, 0, 0, 1, 49, 735, 82, -181, 6139, -53, -19, 38, -444, -63, 9849, 73, 68, -537, 12, 
112536, 0, 0, 0, 0, 1, 49, 735, 82, -181, 6139, -48, -10, 27, -460, -68, 9858, 73, 69, -536, 15, 
112553, 0, 0, 0, 0, 1, 49, 765, 82, -181, 6139, -48, -10, 27, -460, -68, 9858, 73, 69, -536, 13, 
112569, 0, 0, 0, 0, 1, 49, 765, 95, -212, 14342, -48, -10, 27, -460, -68, 9858, 73, 70, -536, 11, 
112583, 0, 0, 0, 0, 1, 49, 795, 93, -224, 6146, -18, -3, 16, -478, -72, 9871, 73, 70, -536, 11, 
112598, 0, 0, 0, 0, 1, 49, 795, 93, -224, 6146, -18, -3, 16, -479, -72, 9874, 73, 70, -536, 12, 
112612, 0, 0, 0, 0, 1, 49, 825, 90, -207, 6140, 3, 6, 10, -479, -72, 9874, 73, 70, -536, 14, 
112629, 0, 0, 0, 0, 1, 49, 825, 90, -207, 6140, 3, 6, 10, -479, -70, 9884, 73, 69, -535, 12, 
112644, 0, 0, 0, 0, 1, 49, 855, 89, -207, 6142, 18, 9, -7, -477, -69, 9887, 73, 70, -535, 12, 
112658, 0, 0, 0, 0, 1, 49, 855, 89, -207, 6142, 18, 9, -7, -477, -69, 9887, 73, 70, -535, 12, 
112672, 0, 0, 0, 0, 1, 49, 885, 86, -205, 6142, 34, 13, -24, -468, -65, 9887, 73, 70, -535, 13, 
112687, 0, 0, 0, 0, 1, 49, 885, 86, -205, 6142, 34, 13, -24, -468, -65, 9887, 73, 70, -535, 12, 
112701, 0, 0, 0, 0, 1, 49, 915, 71, -191, 6143, 49, 18, -37, -468, -65, 9887, 73, 70, -535, 15, 
112718, 0, 0, 0, 0, 1, 49, 915, 71, -191, 6143, 53, 20, -42, -450, -59, 9881, 73, 69, -535, 13, 
112733, 0, 0, 0, 0, 1, 49, 945, 63, -144, 6137, 55, 18, -43, -438, -55, 9877, 73, 69, -535, 12, 
112748, 0, 0, 0, 0, 1, 49, 945, 63, -144, 6137, 55, 18, -43, -438, -55, 9877, 73, 69, -536, 13, 
112763, 0, 0, 0, 0, 1, 49, 975, 48, -121, 6131, 49, 14, -35, -422, -50, 9870, 73, 69, -536, 13, 
112778, 0, 0, 0, 0, 1, 49, 975, 48, -121, 6131, 49, 14, -35, -422, -50, 9870, 73, 69, -537, 15, 
112795, 0, 0, 0, 0, 1, 50, 5, 46, -110, 6137, 38, 12, -27, -409, -46, 9863, 73, 68, -536, 12, 
112811, 0, 0, 0, 0, 1, 50, 25, 44, -98, 6134, 38, 12, -27, -409, -46, 9863, 73, 68, -536, 11, 
112825, 0, 0, 0, 0, 1, 50, 25, 38, -92, 6134, 26, 7, -23, -398, -43, 9856, 73, 69, -536, 11, 
112839, 0, 0, 0, 0, 1, 50, 55, 38, -92, 6134, 26, 7, -23, -398, -43, 9856, 73, 69, -536, 11, 
112854, 0, 0, 0, 0, 1, 50, 55, 30, -78, 6133, 13, 0, -17, -393, -42, 9848, 73, 69, -536, 14, 
112871, 0, 0, 0, 0, 1, 50, 55, 30, -78, 6133, 13, 0, -17, -393, -42, 9848, 73, 69, -536, 11, 
112885, 187, 255, 245, 23, 162, 6, 21817, 30, -78, 6133, 13, 0, -17, -393, -43, 9841, 73, 68, -537, 13, 
112900, 0, 0, 0, 0, 1, 50, 115, 34, -81, 6138, 13, 0, -17, -393, -43, 9841, 73, 68, -537, 12, 
112915, 0, 0, 0, 0, 1, 50, 115, 34, -81, 6138, -30, -9, 15, -400, -46, 9838, 73, 68, -537, 11, 
112929, 0, 0, 0, 0, 1, 50, 145, 54, -111, 6139, -30, -9, 15, -400, -46, 9838, 73, 68, -537, 12, 
112947, 0, 0, 0, 0, 1, 50, 145, 54, -124, 6132, -40, -16, 31, -411, -50, 9842, 73, 68, -537, 11, 
112961, 0, 0, 0, 0, 1, 50, 175, 65, -136, 6134, -41, -15, 33, -420, -54, 9846, 73, 68, -537, 12, 
112975, 0, 0, 0, 0, 1, 50, 175, 65, -136, 6134, -41, -15, 33, -425, -55, 9849, 73, 67, -538, 13, 
112991, 0, 0, 0, 0, 1, 50, 205, 72, -139, 6136, -45, -15, 37, -425, -55, 9849, 73, 67, -538, 11, 
113005, 0, 0, 0, 0, 1, 50, 205, 72, -139, 6136, -45, -15, 37, -439, -60, 9859, 73, 68, -537, 11, 
113019, 0, 0, 0, 0, 1, 50, 235, 72, -161, 6135, -47, -13, 32, -439, -60, 9859, 73, 68, -537, 15, 
113037, 0, 0, 0, 0, 1, 50, 235, 72, -161, 6135, -44, -16, 26, -454, -64, 9868, 73, 68, -536, 12, 
113051, 0, 0, 0, 0, 1, 50, 265, 87, -191, 6140, -35, -11, 18, -462, -66, 9873, 73, 68, -536, 12, 
113067, 0, 0, 0, 0, 1, 50, 265, 87, -191, 6140, -35, -11, 18, -462, -66, 9873, 73, 68, -535, 11, 
113081, 0, 0, 0, 0, 1, 50, 295, 90, -214, 6145, -19, -3, 11, -470, -68, 9879, 73, 68, -535, 11, 
113095, 0, 0, 0, 0, 1, 50, 295, 90, -214, 6145, -19, -3, 11, -470, -68, 9879, 72, 70, -536, 15, 
113113, 0, 0, 0, 0, 1, 50, 325, 87, -205, 6142, 1, 3, 5, -473, -68, 9884, 72, 70, -536, 12, 
113127, 0, 0, 0, 0, 1, 50, 345, 87, -205, 6142, 1, 3, 5, -473, -68, 9884, 72, 70, -536, 12, 
113141, 0, 0, 0, 0, 1, 50, 345, 83, -192, 6139, 15, 10, -7, -470, -66, 9887, 72, 70, -535, 13, 
113157, 0, 0, 0, 0, 1, 50, 345, 83, -192, 6139, 15, 10, -7, -470, -66, 9887, 72, 70, -535, 11, 
113171, 0, 0, 0, 0, 1, 50, 385, 86, -194, 6138, 28, 12, -19, -463, -63, 9887, 72, 69, -535, 16, 
113190, 0, 0, 0, 0, 1, 50, 385, 86, -194, 6138, 28, 12, -19, -463, -63, 9887, 73, 69, -535, 12, 
113205, 0, 0, 0, 0, 1, 50, 385, 86, -194, 6138, 28, 12, -19, -463, -63, 9887, 73, 69, -535, 11, 
113219, 0, 0, 0, 0, 1, 50, 435, 68, -170, 6141, 48, 16, -35, -463, -63, 9887, 73, 69, -535, 12, 
113233, 0, 0, 0, 0, 1, 50, 435, 68, -170, 6141, 48, 16, -35, -439, -54, 9880, 73, 69, -535, 13, 
113249, 0, 0, 0, 0, 1, 50, 465, 55, -127, 6140, 48, 15, -36, -439, -54, 9880, 73, 69, -535, 14, 
113266, 0, 0, 0, 0, 1, 50, 465, 55, -127, 6140, 44, 15, -33, -424, -49, 9872, 73, 70, -536, 11, 
113281, 0, 0, 0, 0, 1, 50, 495, 48, -107, 6134, 38, 12, -30, -416, -47, 9867, 73, 69, -536, 11, 
113295, 0, 0, 0, 0, 1, 50, 495, 48, -107, 6134, 38, 12, -30, -416, -47, 9867, 74, 69, -537, 11, 
113309, 0, 0, 0, 0, 1, 50, 525, 45, -105, 6134, 29, 10, -25, -405, -44, 9862, 74, 69, -537, 11, 
113324, 0, 0, 0, 0, 1, 50, 525, 45, -105, 6134, 29, 10, -25, -405, -44, 9862, 73, 68, -537, 11, 
113338, 0, 0, 0, 0, 1, 50, 555, 39, -93, 6134, 18, 4, -15, -405, -44, 9862, 73, 68, -537, 14, 
113355, 0, 0, 0, 0, 1, 50, 555, 39, -93, 6134, 18, 4, -15, -397, -41, 9855, 74, 69, -537, 12, 
113370, 0, 0, 0, 0, 1, 50, 585, 41, -79, 6135, 1, -2, 0, -397, -41, 9852, 73, 69, -537, 11, 
113384, 0, 0, 0, 0, 1, 50, 585, 41, -79, 6135, 1, -2, 0, -397, -42, 9851, 74, 69, -537, 11, 
113398, 0, 0, 0, 0, 1, 50, 615, 39, -81, 6132, -16, -11, 6, -400, -44, 9851, 74, 69, -537, 12, 
113413, 0, 0, 0, 0, 1, 50, 615, 39, -81, 6132, -23, -9, 12, -402, -45, 9851, 73, 68, -537, 14, 
113430, 0, 0, 0, 0, 1, 50, 645, 53, -105, 6138, -23, -9, 12, -402, -45, 9851, 73, 68, -537, 11, 
113444, 0, 0, 0, 0, 1, 50, 645, 53, -105, 6138, -31, -14, 20006, -402, -45, 9851, 73, 68, -537, 13, 
113459, 0, 0, 0, 0, 1, 50, 675, 67, -137, 6141, -39, -14, 33, -420, -51, 9858, 73, 69, -537, 12, 
113474, 0, 0, 0, 0, 1, 50, 675, 67, -137, 6141, -39, -14, 33, -420, -51, 9858, 73, 69, -537, 11, 
113488, 0, 0, 0, 0, 1, 50, 705, 65, -151, 6140, -40, -16, 32, -432, -56, 9864, 73, 69, -537, 16, 
113506, 0, 0, 0, 0, 1, 50, 705, 65, -151, 6140, -40, -16, 32, -432, -56, 9864, 73, 69, -535, 12, 
113521, 0, 0, 0, 0, 1, 50, 705, 76, -161, 6139, -38, -12, 31, -445, -60, 9871, 73, 69, -536, 11, 
113536, 0, 0, 0, 0, 1, 50, 755, 76, -161, 6139, -38, -12, 31, -445, -60, 9871, 73, 69, -536, 11, 
113550, 0, 0, 0, 0, 1, 50, 755, 86, -176, 6140, -32, -9, 23, -456, -63, 9879, 73, 69, -535, 12, 
113565, 0, 0, 0, 0, 1, 50, 0, 86, -176, 6140, -32, -9, 23, -456, -63, 9879, 73, 69, -535, 15, 
113582, 0, 0, 0, 0, 1, 50, 795, 89, -201, 6141, -17, -5, 13, -464, -66, 9885, 73, 69, -536, 12, 
113597, 0, 0, 0, 0, 1, 50, 815, 87, -207, 6140, -6, -1, 10, -464, -66, 9885, 73, 69, -536, 11, 
113611, 0, 0, 0, 0, 1, 50, 815, 87, -207, 6140, 0, 4, 6, -466, -66, 9892, 73, 69, -535, 14, 
113628, 0, 0, 0, 0, 1, 50, 845, 89, -198, 6133, 0, 4, 6, -466, -66, 9892, 73, 69, -535, 11, 
113642, 0, 0, 0, 0, 1, 50, 845, 89, -198, 6133, 3081, 2560, -1024, -465, -64, 9898, 74, 69, -536, 11, 
113656, 0, 0, 0, 0, 1, 50, 875, 83, -180, 6146, 21, 5, -15, -465, -64, 9898, 74, 69, -536, 16, 
113674, 0, 0, 0, 0, 1, 50, 875, 83, -180, 6146, 23, 12, -20, -459, -62, 9900, 73, 69, -537, 12, 
113688, 0, 0, 0, 0, 1, 50, 905, 75, -182, 6135, 29, 13, -25, -454, -60, 9899, 74, 70, -537, 12, 
113703, 0, 0, 0, 0, 1, 50, 905, 75, -182, 6135, 29, 13, -25, -454, -60, 9899, 74, 70, -537, 12, 
113718, 0, 0, 0, 0, 1, 50, 935, 77, -165, 6139, 38, 17, -32, -443, -55, 9893, 73, 71, -536, 12, 
113732, 0, 0, 0, 0, 1, 50, 935, 77, -165, 6139, 38, 17, -32, -443, -55, 9893, 74, 71, -537, 15, 
113750, 0, 0, 0, 0, 1, 50, 965, 61, -142, 6135, 42, 16, -35, -430, -51, 9886, 74, 71, -537, 12, 
113765, 0, 0, 0, 0, 1, 50, 985, 52, -117, 6138, 42, 16, -35, -430, -51, 9886, 73, -25275, 24584, 12, 
113779, 0, 0, 0, 0, 1, 50, 985, 53, -116, 6132, 34, 12, -30, -419, -47, 9879, 73, 70, -536, 13, 
113795, 0, 0, 0, 0, 1, 51, 15, 53, -116, 6132, 34, 12, -30, -419, -47, 9879, 73, 70, -536, 11, 
113809, 0, 0, 0, 0, 1, 51, 15, 47, -103, 6135, 24, 8, -27, -409, -44, 9870, 73, 68, -536, 14, 
113826, 0, 0, 0, 0, 1, 51, 21805, 47, -103, 6135, 24, 8, -27, -409, -44, 9870, 73, 68, -536, 12, 
113841, 0, 0, 0, 0, 1, 51, 21805, 47, -103, 6135, 24, 8, -27, -404, -42, 9863, 73, 68, -536, 12, 
113855, 0, 0, 0, 0, 1, 51, 75, 47, -101, 6133, 5, 2, -9, -404, -42, 9863, 73, 68, -536, 12, 
113870, 0, 0, 0, 0, 1, 51, 75, 47, -101, 6133, 5, 2, -9, -402, -41, 9859, 73, 68, -536, 12, 
113885, 0, 0, 0, 0, 1, 51, 105, 41, -91, 6134, 5, 2, -9, -402, -41, 9859, 73, 68, -536, 14, 
113901, 0, 0, 0, 0, 1, 51, 105, 41, -91, 6134, -12, -4, 6, -404, -42, 9856, 73, 69, -536, 12, 
113916, 0, 0, 0, 0, 1, 51, 135, 45, -93, 6136, -23, -11, 16, -408, -44, 9856, 73, 69, -536, 12, 
